file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rms_mean,rms_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth2_mean,spectral_bandwidth2_std,spectral_bandwidth3_mean,spectral_bandwidth3_std,spectral_bandwidth4_mean,spectral_bandwidth4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
Nirvana - Nirvana - Come As You Are (Official Music Video) - Grunge - clipped.wav,0.183,0.238,1.404,0.822,0.105,0.041,0.232,0.053,117.454,2615.521,560.889,2760.396,285.932,3226.171,223.727,3654.446,195.666,19.657,16.258,18.791,17.687,18.0,17.015,50.961,4.603,3.813,4.051,3.603,3.252,2.57,2.806,5956.047,1144.547,-30.657,74.178,13.924,38.071,9.657,12.821,-0.251,10.191,-2.269,9.303,0.417,8.777,-6.809,-2.629,-3.553,-1.576,-7.241,-0.24,-0.743,-3.838,45.813,20.871,18.074,13.173,11.007,7.713,9.071,7.24,7.086,8.201,7.748,7.944,6.327,6.218,7.05,5.952,5.647,4.882,5.903,5.611,0.289,0.351,0.542,0.457,0.531,0.441,0.44,0.459,0.344,0.34,0.295,0.406,0.199,0.214,0.32,0.208,0.327,0.259,0.284,0.357,0.235,0.277,0.23,0.322
Nirvana - Nirvana - Heart-Shaped Box (Official Music Video) - Grunge - clipped.wav,0.17,0.216,1.144,0.279,0.097,0.032,0.213,0.037,99.384,2122.198,432.917,2300.313,277.356,2895.341,244.563,3445.723,214.711,19.252,14.197,16.681,15.822,15.768,17.494,48.891,4.475,3.825,3.608,2.851,2.324,2.074,2.608,4230.774,1012.911,-18.076,101.452,-17.389,31.44,15.365,1.52,-3.682,6.108,-7.769,1.963,-6.399,3.899,-8.344,-3.539,-4.204,-2.176,-5.569,-0.673,-3.853,-3.519,39.505,18.833,14.401,11.339,8.295,8.708,7.759,5.77,5.924,7.212,6.154,6.512,5.352,5.613,5.861,5.01,4.98,4.903,5.57,4.929,0.535,0.496,0.409,0.438,0.431,0.535,0.497,0.467,0.573,0.407,0.396,0.524,0.255,0.274,0.226,0.254,0.235,0.29,0.268,0.231,0.307,0.212,0.231,0.277
Nirvana - Nirvana - In Bloom (Official Music Video) - Grunge - clipped.wav,0.147,0.194,1.414,0.954,0.122,0.052,0.184,0.062,151.999,2419.916,541.749,2379.803,331.797,2936.2,292.97,3451.792,254.181,20.74,15.623,15.73,14.104,16.144,17.149,48.405,5.077,4.105,4.166,2.204,2.005,1.905,2.524,4813.304,1190.408,-28.816,83.26,-30.877,25.157,17.89,16.854,9.272,9.227,6.977,4.307,-6.199,6.824,-0.666,-1.806,-8.438,-1.323,-1.113,0.944,-4.552,-3.404,45.199,21.165,17.495,11.5,9.097,8.036,8.327,5.344,6.302,5.724,5.083,5.14,4.793,4.772,4.824,4.513,4.789,4.35,4.568,4.749,0.491,0.494,0.528,0.491,0.475,0.519,0.5,0.459,0.426,0.505,0.592,0.529,0.24,0.255,0.276,0.267,0.226,0.264,0.278,0.268,0.246,0.267,0.263,0.247
Nirvana - Nirvana - Lithium (Official Music Video) - Grunge - clipped.wav,0.179,0.236,1.374,0.877,0.104,0.063,0.223,0.078,123.047,2494.183,754.072,2617.514,285.773,3119.924,228.513,3575.4,241.192,20.586,16.074,19.091,16.917,18.186,16.517,50.78,4.763,4.624,4.667,3.742,3.106,2.645,3.504,5433.65,1404.657,-47.461,75.465,6.117,41.465,15.186,15.156,-5.259,9.482,4.906,14.069,-6.055,4.772,-1.694,5.536,-5.225,-4.377,-5.185,1.676,-5.129,-2.919,83.196,24.1,19.163,11.87,12.262,7.777,14.751,7.331,7.049,7.586,7.387,7.108,6.294,6.969,6.354,5.653,5.507,5.45,5.427,6.868,0.427,0.427,0.43,0.322,0.373,0.479,0.431,0.433,0.381,0.43,0.394,0.39,0.279,0.294,0.336,0.261,0.273,0.326,0.272,0.308,0.259,0.297,0.263,0.272
Nirvana - Nirvana - Smells Like Teen Spirit (Official Music Video) - Grunge - clipped.wav,0.19,0.245,1.233,0.465,0.156,0.038,0.24,0.048,117.454,2847.585,433.539,2523.74,205.22,2972.45,174.202,3392.048,143.444,19.624,13.871,16.974,17.337,16.724,16.263,49.897,4.726,3.574,4.297,3.277,2.278,1.504,2.39,5611.199,826.906,16.102,63.53,-17.766,38.53,5.795,15.207,0.327,6.026,6.975,8.327,-2.06,5.927,-4.985,0.552,0.203,1.946,-8.481,1.837,-0.854,-3.513,28.301,15.899,12.12,9.401,7.329,6.883,7.89,7.256,6.559,6.255,7.429,6.83,6.272,5.504,5.038,5.279,5.129,5.067,5.476,4.965,0.496,0.452,0.527,0.419,0.388,0.49,0.432,0.609,0.621,0.502,0.479,0.445,0.274,0.265,0.282,0.231,0.223,0.298,0.245,0.281,0.282,0.218,0.284,0.235
Nirvana - Nirvana - Something In The Way (Audio) - Grunge - clipped.wav,0.2,0.261,1.313,0.663,0.029,0.037,0.246,0.087,107.666,1080.867,761.654,1885.815,554.359,2694.988,485.069,3398.098,432.21,23.36,20.091,23.702,20.601,19.892,18.531,49.654,4.491,4.161,4.487,3.446,3.576,2.482,3.627,2008.313,1816.816,-178.892,124.214,36.954,42.628,26.471,20.725,11.358,15.882,-0.693,1.68,-9.141,6.981,-1.016,1.74,-6.972,-3.261,-1.532,-4.274,-2.186,-7.713,81.483,33.818,20.131,15.557,12.841,9.436,10.219,8.935,7.128,12.185,7.22,6.765,10.021,6.452,6.293,5.625,5.668,6.377,6.372,8.427,0.642,0.493,0.33,0.263,0.259,0.318,0.231,0.364,0.48,0.296,0.225,0.35,0.336,0.292,0.254,0.278,0.212,0.344,0.162,0.285,0.384,0.237,0.183,0.229
Nirvana - Nirvana - You Know You're Right (LP Version) - Grunge - clipped.wav,0.205,0.267,1.32,0.699,0.091,0.048,0.256,0.077,117.454,1887.672,792.782,2103.555,496.147,2705.929,402.108,3273.235,331.78,20.483,14.286,18.261,18.106,18.618,17.301,49.165,4.517,4.052,4.587,4.139,3.278,2.861,3.148,3832.418,1720.691,-38.787,115.59,-7.833,33.154,10.82,7.595,-4.149,11.552,7.617,6.2,-7.005,3.408,0.118,2.099,-0.751,-2.198,-7.153,3.328,-0.952,1.011,98.524,35.733,21.112,15.124,16.306,9.018,13.486,8.931,9.045,7.799,7.794,7.633,6.236,6.443,6.432,6.312,6.048,6.391,5.559,4.714,0.539,0.429,0.429,0.501,0.431,0.473,0.382,0.477,0.458,0.448,0.54,0.473,0.284,0.24,0.249,0.289,0.234,0.283,0.214,0.272,0.271,0.249,0.324,0.241
Oasis - Oasis - Champagne Supernova (Official Video) - Alternative Rock - clipped.wav,0.085,0.109,1.253,0.518,0.081,0.047,0.107,0.024,143.555,1710.864,719.885,1959.958,415.952,2578.771,365.485,3163.501,315.117,23.125,18.947,22.158,21.891,21.482,20.713,52.43,3.958,4.128,3.871,3.743,3.509,2.773,3.4,3407.338,1356.08,-145.893,119.191,-14.35,30.782,-1.726,3.755,-4.697,1.85,-12.732,4.398,-7.485,0.483,-10.407,-1.615,-5.982,0.008,-8.575,-5.942,-9.98,-6.191,34.734,28.106,20.791,15.064,11.263,9.939,9.358,8.133,9.167,10.022,7.941,6.775,6.347,6.653,6.797,6.643,7.327,6.797,6.462,7.394,0.199,0.3,0.155,0.211,0.526,0.265,0.234,0.186,0.364,0.637,0.296,0.262,0.23,0.327,0.215,0.169,0.343,0.195,0.259,0.18,0.245,0.345,0.196,0.279
Oasis - Oasis - D'You Know What I Mean (Official HD Remastered Video) - Alternative Rock - clipped.wav,0.315,0.388,0.701,-0.452,0.109,0.035,0.387,0.03,107.666,2481.85,488.29,2614.302,306.652,3153.87,248.464,3648.269,200.75,19.722,13.619,17.458,17.848,18.236,16.916,48.25,4.409,3.481,3.57,2.667,2.146,1.826,3.304,5376.926,1141.389,49.875,86.641,-6.732,25.716,10.604,7.145,0.223,5.386,0.471,3.292,-2.172,2.74,-3.38,0.662,-3.542,-0.539,-6.056,-0.357,-2.42,0.78,16.217,14.834,11.768,10.208,6.962,7.294,7.709,5.679,5.455,5.738,5.145,4.932,4.627,4.824,5.272,4.98,4.749,4.661,5.418,6.018,0.411,0.497,0.267,0.33,0.495,0.411,0.63,0.338,0.299,0.323,0.422,0.525,0.241,0.28,0.191,0.21,0.323,0.211,0.297,0.184,0.22,0.253,0.259,0.35
Oasis - Oasis - Don’t Look Back In Anger - Alternative Rock - clipped.wav,0.129,0.163,1.06,0.12,0.11,0.032,0.161,0.024,112.347,2048.753,467.363,2053.713,353.461,2564.664,339.075,3074.735,313.694,21.128,14.035,18.091,18.608,18.097,18.934,50.407,4.561,3.626,3.643,3.338,2.69,2.519,3.035,4067.084,1062.025,-50.675,108.857,-30.242,42.592,0.725,4.524,-6.453,3.14,-3.174,4.135,-7.483,-0.216,-3.466,4.87,-3.584,3.479,-5.591,3.08,-7.025,-1.79,27.656,21.221,16.287,12.736,9.072,7.158,7.089,6.032,6.508,5.714,5.959,5.18,6.269,5.756,5.386,6.124,4.99,5.391,5.18,5.934,0.441,0.325,0.44,0.292,0.344,0.275,0.37,0.626,0.443,0.479,0.318,0.428,0.304,0.213,0.308,0.191,0.274,0.213,0.203,0.319,0.252,0.309,0.218,0.271
Oasis - Oasis - Live Forever (Official HD Remastered Video) - Alternative Rock - clipped.wav,0.261,0.325,0.856,-0.225,0.14,0.051,0.323,0.037,117.454,2709.351,619.25,2477.384,287.052,2942.47,219.382,3376.186,157.242,19.997,14.798,18.475,18.734,18.166,16.871,51.517,4.433,3.629,3.811,2.99,2.53,2.039,2.717,5409.492,1146.974,37.373,72.172,-19.492,35.142,10.286,13.981,-3.258,13.801,2.967,9.9,-0.705,5.837,0.781,3.711,1.524,2.268,-1.805,4.748,-1.289,0.479,20.589,19.068,14.251,11.488,8.379,8.268,7.908,6.588,5.687,6.701,5.148,5.556,5.13,5.26,5.214,5.515,4.854,5.117,6.416,5.225,0.362,0.435,0.529,0.363,0.47,0.352,0.397,0.522,0.381,0.549,0.369,0.393,0.239,0.245,0.302,0.22,0.28,0.222,0.243,0.334,0.207,0.306,0.217,0.262
Oasis - Oasis - Morning Glory (Official HD Remastered Video) - Alternative Rock - clipped.wav,0.17,0.217,1.225,0.434,0.163,0.04,0.214,0.035,135.999,2635.716,440.573,2217.171,242.085,2635.329,219.962,3046.602,191.811,21.461,13.996,17.938,17.656,16.984,16.999,52.017,4.832,3.436,3.813,2.888,2.107,1.641,2.764,5037.578,818.673,3.413,78.444,-32.2,45.949,-6.858,12.88,-1.331,10.413,-5.314,0.105,3.187,5.77,-5.494,1.022,0.076,4.157,-8.89,0.021,-4.235,-3.573,16.042,16.434,12.596,11.199,7.584,6.422,6.376,5.312,5.833,5.795,5.057,5.518,4.956,5.138,5.157,5.349,4.968,5.391,5.501,5.756,0.359,0.416,0.712,0.497,0.535,0.353,0.377,0.336,0.334,0.452,0.381,0.519,0.226,0.209,0.29,0.246,0.295,0.21,0.257,0.258,0.199,0.268,0.226,0.316
Oasis - Oasis - Roll With It (Official HD Remastered Video) - Alternative Rock - clipped.wav,0.287,0.358,0.843,-0.239,0.136,0.037,0.356,0.032,129.199,2436.896,478.332,2301.602,314.98,2840.665,261.547,3344.261,211.013,19.712,13.249,17.441,17.238,17.297,17.195,49.182,4.365,3.482,3.522,2.782,2.24,2.11,3.028,4731.73,1124.37,59.357,90.903,-31.789,19.364,-0.84,0.352,-3.347,7.093,-3.865,2.211,-3.92,7.064,-1.602,2.441,0.398,1.4,-5.084,-0.845,-6.722,-3.697,16.356,15.603,12.773,9.736,7.742,6.969,6.83,5.137,5.386,5.957,6.078,6.329,5.024,5.295,4.88,5.432,4.807,4.25,4.501,4.582,0.505,0.415,0.671,0.342,0.321,0.289,0.385,0.51,0.295,0.383,0.384,0.558,0.312,0.205,0.317,0.176,0.215,0.183,0.223,0.289,0.189,0.264,0.225,0.276
Oasis - Oasis - Stand By Me (Official Video) - Alternative Rock - clipped.wav,0.124,0.156,1.042,0.084,0.139,0.047,0.154,0.023,117.454,2745.08,552.424,2580.77,276.991,3043.093,232.502,3475.059,191.781,19.898,15.537,19.363,18.261,17.565,16.935,48.564,4.284,3.604,3.986,3.252,2.774,1.879,3.36,5711.657,1002.008,-31.768,73.343,-10.872,33.289,4.844,10.1,-2.635,7.099,-4.635,4.103,-0.799,0.336,-5.551,0.889,-0.927,-0.567,-8.412,-0.461,-1.84,-2.035,21.845,17.131,13.71,10.713,8.378,5.783,7.206,6.574,7.84,7.315,6.051,5.238,5.439,5.181,5.114,5.31,5.668,5.526,5.995,5.116,0.316,0.347,0.522,0.343,0.429,0.25,0.322,0.371,0.312,0.443,0.301,0.377,0.259,0.212,0.366,0.195,0.31,0.17,0.241,0.296,0.227,0.329,0.214,0.327
Oasis - Oasis - Stop Crying Your Heart Out (Official Video) - Alternative Rock - clipped.wav,0.093,0.118,1.131,0.247,0.114,0.054,0.116,0.022,143.555,2267.478,733.797,2298.999,501.655,2838.962,446.709,3343.229,386.974,22.425,17.031,19.891,19.458,18.822,19.266,50.415,4.725,3.631,3.542,3.02,2.674,2.389,3.342,4664.18,1618.413,-86.01,102.436,-22.617,14.484,-3.595,0.821,-6.918,1.917,-14.349,6.899,-11.957,-2.354,-4.808,-5.346,-4.169,-2.929,-6.704,-4.157,-6.997,-3.267,29.138,26.72,23.235,13.261,11.78,7.867,8.288,6.668,8.516,9.446,6.65,5.013,6.121,5.621,5.733,5.712,5.94,5.745,6.067,6.875,0.202,0.26,0.398,0.347,0.434,0.27,0.496,0.304,0.284,0.405,0.255,0.485,0.164,0.236,0.314,0.234,0.354,0.164,0.335,0.246,0.2,0.31,0.164,0.359
Oasis - Oasis - Supersonic (Official HD Remastered Video) - Alternative Rock - clipped.wav,0.284,0.354,0.86,-0.216,0.164,0.033,0.352,0.034,103.359,2825.08,374.52,2457.913,210.168,2954.843,173.712,3404.68,139.77,19.652,15.667,17.161,17.499,16.381,18.53,49.809,4.635,3.708,3.575,3.058,2.036,2.154,2.463,5305.651,885.648,58.628,64.869,-22.323,44.22,13.118,2.268,6.972,13.195,-1.052,8.009,2.031,4.332,-10.247,-1.059,2.444,4.798,-3.538,-2.578,-4.649,5.512,14.875,13.784,10.587,9.203,6.744,5.591,7.15,4.987,5.163,5.051,4.566,4.675,5.117,4.83,4.7,4.373,4.418,4.457,4.574,4.646,0.541,0.749,0.489,0.43,0.471,0.437,0.561,0.459,0.465,0.37,0.373,0.462,0.238,0.276,0.203,0.223,0.245,0.2,0.265,0.209,0.241,0.229,0.213,0.298
Oasis - Oasis - Wonderwall (Official Video) - Alternative Rock - clipped.wav,0.081,0.114,1.688,2.044,0.115,0.058,0.104,0.048,117.454,2324.275,794.331,2349.542,452.209,2915.079,370.571,3435.061,296.393,20.549,16.913,19.89,19.771,19.966,18.758,50.225,4.582,4.115,4.344,3.651,3.314,3.384,3.132,4647.272,1616.631,-121.832,90.032,-20.229,19.499,3.567,3.448,-3.08,5.881,-3.386,5.766,-5.392,0.16,-6.432,-0.641,-6.0,-1.095,-8.683,-1.375,-12.75,-6.001,65.77,26.616,21.226,15.933,12.415,12.194,8.497,9.668,11.398,8.287,6.607,8.556,8.728,7.61,6.936,7.752,6.873,6.075,6.881,9.166,0.264,0.259,0.178,0.28,0.467,0.319,0.443,0.285,0.317,0.523,0.395,0.486,0.218,0.265,0.181,0.205,0.336,0.208,0.323,0.238,0.249,0.367,0.252,0.342
Overkill - Blood And Iron - Thrash Metal - clipped.wav,0.128,0.16,0.946,-0.083,0.165,0.025,0.159,0.019,112.347,2583.419,212.667,2223.851,178.672,2715.707,184.89,3191.011,184.098,20.957,13.953,15.128,16.117,17.022,18.971,49.38,4.724,3.408,3.282,2.803,2.62,2.071,2.95,4671.53,475.121,-19.276,78.299,-33.775,39.455,-6.44,0.729,6.009,4.482,-4.972,3.494,1.847,6.43,-2.132,-0.469,-10.516,-3.19,-7.21,-1.442,-4.497,-1.485,13.54,11.137,11.976,7.91,9.003,6.982,6.4,6.277,6.725,5.639,6.055,6.492,5.867,5.876,5.935,5.506,5.904,4.982,5.337,5.366,0.419,0.422,0.497,0.538,0.627,0.473,0.427,0.424,0.377,0.379,0.343,0.48,0.269,0.245,0.291,0.236,0.305,0.248,0.24,0.258,0.219,0.247,0.205,0.312
Overkill - Deny the Cross - Thrash Metal - clipped.wav,0.107,0.135,1.103,0.204,0.165,0.032,0.133,0.02,143.555,3138.314,277.018,2635.93,169.097,3050.043,153.514,3423.131,137.487,20.078,13.241,14.421,15.536,15.222,16.351,48.459,4.523,3.282,3.546,3.501,1.95,1.656,2.892,5946.531,540.258,-50.065,45.046,-5.29,54.409,5.073,11.662,7.05,11.646,3.92,7.005,4.241,3.36,-5.683,2.248,-4.833,3.833,-4.377,-0.446,0.781,-3.111,19.645,10.624,15.104,12.049,7.589,7.842,6.234,6.166,6.0,5.508,5.072,5.389,5.324,5.301,6.425,6.405,6.385,5.859,6.564,6.153,0.476,0.376,0.393,0.467,0.678,0.758,0.616,0.627,0.632,0.578,0.495,0.523,0.245,0.196,0.194,0.2,0.239,0.251,0.237,0.258,0.242,0.246,0.229,0.259
Overkill - Fatal If Swallowed - Thrash Metal - clipped.wav,0.091,0.116,1.243,0.474,0.149,0.055,0.113,0.025,123.047,2867.859,557.221,2417.437,255.167,2820.369,245.976,3206.198,211.169,21.45,15.28,16.002,15.259,16.385,19.2,49.367,4.273,3.697,4.121,2.994,2.321,3.42,2.499,5407.892,845.474,-89.836,56.286,-11.93,69.059,3.316,9.662,6.384,8.302,3.259,3.558,4.243,5.492,-9.929,4.849,-9.484,5.089,-8.315,-3.504,3.312,-4.103,38.037,21.299,14.189,15.206,6.031,6.238,5.656,5.877,5.605,5.709,5.205,5.795,5.505,6.409,6.144,5.18,4.478,3.965,5.681,5.008,0.39,0.409,0.538,0.63,0.803,0.682,0.504,0.512,0.503,0.428,0.385,0.441,0.207,0.21,0.248,0.192,0.231,0.217,0.226,0.282,0.247,0.255,0.206,0.234
Overkill - Hammerhead - Thrash Metal - clipped.wav,0.11,0.141,1.182,0.382,0.169,0.036,0.139,0.022,123.047,2903.395,378.362,2513.848,228.88,2966.805,202.603,3389.21,172.746,19.768,13.36,14.371,14.569,15.309,17.169,48.6,4.812,3.405,3.439,2.621,2.264,1.981,3.292,5531.383,800.901,-25.948,67.42,-14.549,35.717,-10.193,1.7,4.088,2.197,-4.536,3.772,-1.471,2.967,-3.244,-0.667,-9.318,-4.901,-7.792,-0.762,-4.7,-1.154,17.105,14.252,12.633,9.365,8.923,6.942,8.136,6.519,6.704,5.833,5.709,5.991,5.766,5.375,5.039,4.782,5.149,5.241,5.071,5.229,0.498,0.404,0.5,0.596,0.764,0.689,0.468,0.41,0.428,0.395,0.371,0.524,0.278,0.225,0.261,0.221,0.253,0.223,0.226,0.244,0.242,0.241,0.213,0.285
Overkill - OVERKILL - Goddamn Trouble (OFFICIAL VIDEO) - Thrash Metal - clipped.wav,0.077,0.099,1.243,0.48,0.16,0.03,0.098,0.016,117.454,3016.616,272.547,2639.586,158.236,3069.825,134.862,3460.87,122.155,19.181,12.738,14.689,14.385,15.086,16.154,49.523,4.526,3.419,3.461,2.422,1.992,1.764,2.65,5941.631,550.878,-69.729,55.021,-11.122,42.373,7.069,13.488,2.095,8.305,2.884,8.283,-0.029,3.246,-3.344,2.558,-2.937,3.273,-3.717,0.948,0.915,0.176,25.608,12.234,12.807,13.863,8.269,9.105,7.09,6.151,6.557,6.584,6.316,5.42,5.643,5.573,5.704,5.735,5.808,5.999,5.435,5.251,0.484,0.528,0.515,0.462,0.499,0.572,0.702,0.65,0.622,0.593,0.549,0.491,0.241,0.257,0.247,0.235,0.237,0.225,0.267,0.239,0.231,0.261,0.252,0.252
Overkill - Overkill - Hello From The Gutter (Official Video) - Thrash Metal - clipped.wav,0.077,0.098,1.262,0.528,0.188,0.029,0.097,0.018,117.454,2913.276,302.757,2367.346,223.476,2828.551,210.887,3258.769,192.763,20.214,13.178,15.25,16.472,15.859,17.444,48.785,4.388,3.357,3.685,3.455,2.038,2.162,2.929,5335.451,672.194,-63.013,59.61,-31.369,43.264,3.021,5.575,-1.187,7.356,5.129,0.378,-3.13,-2.028,-8.496,3.18,-3.701,2.301,-5.417,-2.915,-0.872,-0.145,21.693,12.496,13.364,10.49,9.934,7.021,9.609,7.404,7.546,6.11,7.278,8.044,6.455,6.836,6.853,6.962,6.905,5.821,6.696,6.549,0.506,0.511,0.513,0.548,0.539,0.466,0.388,0.463,0.499,0.578,0.527,0.422,0.281,0.27,0.287,0.299,0.274,0.264,0.228,0.279,0.246,0.281,0.281,0.235
Overkill - OVERKILL - Scorched (OFFICIAL MUSIC VIDEO) - Thrash Metal - clipped.wav,0.21,0.266,1.081,0.165,0.143,0.033,0.262,0.044,161.499,2882.088,323.761,2677.197,174.229,3133.187,147.002,3548.771,131.205,18.662,11.979,14.723,14.432,14.983,15.585,49.316,4.467,3.217,3.738,2.53,1.851,1.588,2.529,5978.522,699.237,32.339,66.425,-13.642,30.131,8.28,14.431,5.562,10.626,1.798,7.42,-1.543,5.732,-2.26,3.315,2.865,4.22,-2.045,2.727,-3.473,-0.513,17.652,11.006,10.438,7.939,7.5,7.822,6.602,6.526,6.288,5.387,4.972,5.531,4.735,5.589,5.826,5.224,5.3,5.224,4.868,5.257,0.603,0.589,0.558,0.579,0.681,0.625,0.511,0.521,0.583,0.63,0.622,0.621,0.243,0.267,0.248,0.209,0.246,0.23,0.221,0.245,0.242,0.255,0.245,0.244
Overkill - Raise The Dead - Thrash Metal - clipped.wav,0.091,0.119,1.25,0.591,0.125,0.056,0.113,0.037,143.555,2168.131,636.639,1919.291,415.743,2275.409,458.348,2661.348,479.634,22.286,15.892,18.0,16.133,16.927,21.293,50.763,4.792,4.456,4.462,3.252,2.558,3.591,2.379,4203.233,1043.422,-106.258,112.068,-43.25,63.984,-19.059,7.714,5.326,1.418,-3.209,0.107,3.558,3.653,-3.6,2.547,-9.866,-4.226,-8.417,-3.869,-1.426,-2.879,61.436,39.587,31.658,14.69,13.512,8.529,6.489,8.26,7.634,7.52,4.525,5.141,5.083,5.13,5.789,5.188,5.362,5.132,5.195,4.502,0.326,0.409,0.598,0.509,0.503,0.401,0.336,0.448,0.458,0.52,0.474,0.384,0.216,0.252,0.33,0.292,0.311,0.251,0.207,0.265,0.251,0.292,0.305,0.204
Overkill - Rotten To The Core - Thrash Metal - clipped.wav,0.109,0.138,1.11,0.211,0.159,0.04,0.136,0.022,135.999,2628.824,386.194,2252.6,260.111,2693.496,289.487,3128.506,306.86,20.707,14.798,15.243,15.48,16.393,18.66,48.48,4.766,3.841,3.829,2.835,2.467,2.372,2.816,4896.204,708.452,-39.946,79.914,-26.946,46.525,-14.209,0.252,4.188,2.948,-5.891,0.699,1.383,3.311,-3.817,-0.456,-11.85,-5.476,-8.892,-1.969,-3.413,-2.064,28.041,19.056,17.817,12.238,11.098,6.753,6.594,6.825,6.548,6.599,5.856,5.446,5.487,5.33,6.873,5.135,5.064,5.29,5.282,6.099,0.466,0.387,0.475,0.482,0.586,0.556,0.47,0.429,0.421,0.328,0.376,0.628,0.234,0.223,0.287,0.233,0.286,0.284,0.259,0.255,0.241,0.217,0.187,0.312
Overkill - Second Son - Thrash Metal - clipped.wav,0.11,0.139,1.092,0.178,0.158,0.038,0.137,0.023,103.359,2763.79,329.616,2388.85,186.583,2831.03,184.426,3258.344,175.207,21.018,14.321,16.087,15.856,15.893,17.635,48.995,4.845,3.815,3.948,3.049,2.23,1.866,2.645,5220.36,584.387,-35.212,71.694,-17.455,41.775,-16.738,-0.418,2.308,2.272,-6.553,2.833,1.735,3.331,-3.376,-0.908,-12.093,-6.116,-9.311,-1.876,-5.259,-2.732,18.604,13.787,12.472,9.757,8.538,7.801,7.795,6.417,6.471,6.079,5.94,5.885,5.421,5.253,5.018,4.86,4.729,5.025,5.433,4.827,0.292,0.482,0.474,0.649,0.588,0.506,0.371,0.419,0.48,0.352,0.372,0.313,0.171,0.318,0.227,0.277,0.286,0.267,0.215,0.237,0.317,0.21,0.266,0.199
Pantera - Pantera - 5 Minutes Alone (Official Music Video) [4K Remaster] - Heavy Metal - clipped.wav,0.12,0.152,1.15,0.312,0.145,0.043,0.15,0.028,95.703,2910.143,550.233,2611.997,290.79,3044.119,261.559,3448.517,230.575,19.66,12.859,16.414,14.902,15.352,16.483,49.51,4.596,3.342,3.844,2.588,1.987,1.831,2.667,5761.398,1053.785,-45.861,60.05,-1.533,50.866,3.864,13.481,9.971,5.76,-0.567,4.756,1.414,5.93,-0.239,0.06,-8.03,-2.628,-1.807,0.696,-0.618,4.158,36.447,22.676,18.541,17.238,13.625,9.76,9.209,9.11,6.108,6.493,6.054,6.144,5.447,5.524,5.98,5.87,5.456,5.828,5.872,5.188,0.427,0.429,0.482,0.485,0.457,0.501,0.564,0.46,0.482,0.608,0.54,0.476,0.269,0.253,0.307,0.279,0.249,0.261,0.286,0.247,0.246,0.288,0.256,0.272
Pantera - Pantera - Cemetery Gates (Official Music Video) - Heavy Metal - clipped.wav,0.098,0.125,1.209,0.413,0.141,0.052,0.123,0.023,143.555,2928.184,620.037,2734.637,298.047,3189.252,249.966,3600.234,226.856,20.045,15.401,17.691,16.422,17.282,16.65,47.666,4.215,3.842,4.338,3.74,2.965,2.179,2.721,6039.68,1099.835,-78.047,53.194,3.698,49.838,17.147,15.799,3.852,8.324,1.958,-3.185,-5.195,3.813,-6.29,-4.343,-5.087,-1.693,-4.398,-0.723,-5.328,2.032,50.69,22.908,19.456,17.595,11.83,9.904,10.841,9.66,8.437,6.849,7.108,7.431,6.519,5.981,5.424,5.905,6.714,5.938,5.593,7.229,0.477,0.606,0.51,0.455,0.606,0.464,0.424,0.371,0.403,0.407,0.354,0.447,0.242,0.304,0.264,0.234,0.312,0.231,0.293,0.247,0.245,0.279,0.204,0.278
