file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rms_mean,rms_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth2_mean,spectral_bandwidth2_std,spectral_bandwidth3_mean,spectral_bandwidth3_std,spectral_bandwidth4_mean,spectral_bandwidth4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
Descendants - Good Good Things - Punk Rock - clipped.wav,0.209,0.27,1.266,0.542,0.126,0.043,0.265,0.052,117.454,2838.162,573.898,2831.61,358.325,3272.327,310.481,3679.029,268.684,20.163,14.633,17.807,16.656,16.927,16.342,49.496,4.751,3.689,3.631,3.048,2.635,2.299,3.506,6276.762,1209.775,4.287,69.55,2.62,34.558,19.062,16.087,1.145,7.988,-7.563,-0.88,-3.13,-0.012,-0.07,-1.431,-6.824,-4.856,-9.005,-1.326,-3.814,-0.837,27.181,19.342,16.143,13.586,9.848,7.917,8.316,6.024,6.858,6.618,5.618,5.321,5.297,5.134,6.51,5.859,4.982,5.642,6.12,5.675,0.489,0.445,0.433,0.451,0.583,0.468,0.386,0.579,0.468,0.348,0.261,0.349,0.271,0.217,0.283,0.278,0.328,0.292,0.202,0.35,0.253,0.249,0.173,0.212
Descendants - Hope - Punk Rock - clipped.wav,0.132,0.17,1.307,0.648,0.122,0.03,0.167,0.035,117.454,2544.878,433.194,2552.812,316.205,3086.678,264.709,3574.088,221.355,22.067,13.273,18.761,18.178,16.768,16.991,48.093,4.53,3.737,4.163,3.24,2.531,2.337,2.912,5372.143,1184.423,-34.191,82.448,-14.649,23.362,8.669,-3.168,-10.402,8.986,1.343,11.154,6.247,7.26,-0.739,-4.857,-7.115,-2.714,-6.468,-1.711,-5.968,-3.257,24.104,15.564,16.186,10.431,8.377,8.075,7.687,6.601,7.163,6.935,5.884,6.153,6.181,5.319,5.339,5.11,4.918,4.938,5.686,5.857,0.252,0.422,0.559,0.495,0.528,0.381,0.357,0.262,0.3,0.355,0.254,0.259,0.208,0.31,0.331,0.293,0.347,0.279,0.286,0.215,0.253,0.273,0.193,0.233
Descendants - I'm Not a Loser - Punk Rock - clipped.wav,0.135,0.174,1.334,0.669,0.143,0.034,0.17,0.037,103.359,2825.641,463.495,2662.942,295.102,3141.831,241.968,3573.892,196.097,21.207,14.212,15.417,15.526,15.619,16.122,49.372,4.33,3.593,3.591,2.783,1.922,1.951,3.217,5949.989,1094.111,-12.708,71.973,-16.338,24.813,15.182,8.202,-5.896,7.671,0.294,8.386,1.745,8.826,-3.508,-3.953,-6.935,-0.07,-7.6,0.047,-2.94,-1.578,24.953,15.626,14.73,10.055,8.539,6.657,6.998,5.867,6.762,7.159,6.134,6.692,6.082,5.695,5.149,5.05,4.912,4.908,5.581,5.152,0.499,0.566,0.568,0.559,0.521,0.462,0.552,0.506,0.533,0.515,0.483,0.501,0.263,0.264,0.27,0.233,0.263,0.22,0.305,0.262,0.274,0.256,0.255,0.285
Descendants - Jean Is Dead - Punk Rock - clipped.wav,0.147,0.186,1.078,0.162,0.155,0.029,0.184,0.029,123.047,2786.376,342.139,2496.223,253.725,2983.713,212.562,3423.216,182.043,22.434,14.684,17.797,16.791,15.846,16.943,50.54,4.587,3.662,4.158,3.087,1.819,1.933,3.27,5631.024,1001.776,-2.915,69.571,-30.961,25.41,13.616,4.669,-9.011,5.838,-2.855,10.564,-2.855,6.438,-9.432,-8.447,-8.905,-2.619,-7.559,0.898,-2.562,-0.213,19.242,12.908,14.326,9.353,7.773,7.053,7.653,6.4,7.66,7.073,6.806,7.047,6.513,5.484,5.564,5.113,6.091,5.397,5.285,6.071,0.381,0.478,0.645,0.472,0.454,0.398,0.496,0.549,0.451,0.405,0.306,0.354,0.245,0.274,0.312,0.247,0.297,0.246,0.275,0.296,0.26,0.263,0.202,0.253
Descendants - Kabuki Girl - Punk Rock - clipped.wav,0.133,0.175,1.416,0.912,0.129,0.045,0.17,0.042,129.199,2755.289,662.382,2667.991,413.584,3123.686,340.115,3542.25,276.364,21.867,13.006,17.487,16.515,15.729,16.644,50.542,4.725,3.627,4.09,2.937,2.109,2.374,3.472,5946.022,1536.511,-35.68,76.804,-8.247,26.271,9.156,1.754,-10.513,11.754,2.875,15.014,5.69,11.061,-2.954,-2.249,-6.46,-1.277,-5.229,0.455,-4.028,-0.282,39.072,25.473,17.813,11.565,9.519,8.619,7.191,7.301,7.217,7.972,6.657,7.157,6.398,6.393,5.836,6.017,5.603,4.811,5.951,5.973,0.356,0.442,0.511,0.632,0.612,0.477,0.424,0.364,0.383,0.32,0.299,0.362,0.222,0.282,0.286,0.289,0.311,0.288,0.274,0.25,0.27,0.211,0.187,0.263
Descendants - Silly Girl - Punk Rock - clipped.wav,0.188,0.245,1.486,0.986,0.132,0.034,0.239,0.055,92.285,3144.054,523.172,3048.5,290.337,3473.81,229.543,3851.543,183.027,20.593,13.267,17.205,16.41,15.897,15.527,47.328,4.422,3.464,4.005,3.192,2.366,1.866,2.69,7008.933,1115.715,0.55,60.771,6.832,27.968,17.954,11.934,6.233,5.778,-1.461,0.445,1.168,3.051,1.801,2.386,-5.669,1.257,-6.342,1.175,-1.676,-2.061,23.787,14.18,12.519,9.851,8.305,6.372,6.648,5.846,5.897,6.163,5.786,5.667,5.188,5.285,5.468,5.081,4.651,4.886,5.392,4.838,0.57,0.48,0.614,0.567,0.526,0.427,0.47,0.452,0.354,0.325,0.339,0.554,0.313,0.226,0.275,0.274,0.302,0.254,0.263,0.277,0.215,0.197,0.192,0.284
Descendants - Suburban Home - Punk Rock - clipped.wav,0.139,0.181,1.319,0.693,0.116,0.031,0.177,0.04,135.999,2584.966,430.881,2614.021,274.676,3137.378,217.84,3614.964,171.782,23.03,14.829,17.314,17.562,15.589,17.056,47.747,4.522,4.015,4.315,3.329,2.195,2.132,2.935,5478.142,1145.578,-32.788,78.117,-10.583,29.305,10.353,-3.315,-5.722,9.017,-0.212,9.915,2.871,6.022,-1.916,-7.074,-7.976,-2.065,-7.526,-0.434,-4.629,-3.55,24.666,15.908,14.349,10.821,9.482,8.858,7.172,6.592,6.822,6.845,6.45,6.805,6.217,5.817,5.665,5.491,5.177,5.122,5.085,5.489,0.269,0.416,0.65,0.459,0.45,0.476,0.548,0.416,0.324,0.395,0.275,0.243,0.218,0.257,0.326,0.254,0.299,0.306,0.318,0.272,0.219,0.249,0.206,0.206
Dio - Dio - All The Fools Sailed Away (Official Music Video) - Heavy Metal - clipped.wav,0.065,0.084,1.249,0.596,0.105,0.032,0.08,0.023,123.047,2049.671,510.076,1995.338,390.4,2490.484,403.078,3001.349,391.454,23.063,15.419,18.319,18.336,16.915,20.908,49.663,4.893,4.117,3.766,2.917,2.4,3.009,2.829,3924.385,1196.626,-138.125,99.943,-40.06,50.31,12.968,7.164,8.692,10.652,0.587,6.281,-0.651,4.167,-2.445,-0.406,-2.648,4.533,-6.193,-4.558,-5.93,-2.276,83.582,27.029,24.009,10.965,6.431,6.006,6.228,5.266,5.552,5.766,5.06,5.262,4.955,5.134,5.055,5.569,4.903,4.791,4.724,4.432,0.57,0.369,0.346,0.435,0.602,0.424,0.375,0.358,0.458,0.539,0.473,0.673,0.301,0.219,0.201,0.209,0.261,0.253,0.183,0.188,0.254,0.335,0.228,0.27
Dio - Dio - Holy Diver (Official Music Video) [HD] - Heavy Metal - clipped.wav,0.089,0.115,1.274,0.639,0.069,0.029,0.111,0.032,92.285,1663.12,531.853,1916.208,420.504,2457.276,367.162,2993.1,315.202,21.495,15.831,16.628,16.651,17.302,17.142,50.775,4.73,4.46,4.435,3.263,2.675,2.422,3.777,3527.262,1339.143,-133.561,126.174,-22.639,37.398,4.466,19.738,-4.42,11.153,-1.415,5.115,-3.503,4.974,-10.103,-7.859,-2.164,-3.246,-4.258,2.248,0.56,-0.534,60.86,28.152,20.157,13.923,12.898,10.145,11.419,7.055,9.526,7.502,7.539,7.485,6.506,7.028,6.029,6.322,6.474,7.039,7.595,7.408,0.479,0.359,0.331,0.365,0.337,0.355,0.395,0.515,0.501,0.376,0.346,0.376,0.365,0.274,0.245,0.273,0.255,0.297,0.258,0.31,0.334,0.293,0.285,0.249
Dio - Dio - Mystery (Official Music Video) - Heavy Metal - clipped.wav,0.084,0.107,1.219,0.438,0.126,0.033,0.105,0.02,123.047,2214.324,463.844,2046.749,397.144,2535.669,411.785,3023.062,403.093,22.002,15.507,17.482,16.779,16.425,18.13,51.036,4.553,3.793,4.006,2.918,2.357,2.735,3.293,4210.158,1066.744,-84.376,99.507,-42.014,42.628,7.685,10.845,0.504,13.841,-0.647,1.458,-2.989,-2.069,-5.262,-6.391,-3.717,2.337,-1.851,1.592,-4.635,2.215,37.646,26.772,21.034,12.268,8.629,7.646,8.322,6.498,6.144,6.016,5.933,5.582,5.273,5.743,5.109,6.093,5.816,5.619,5.949,5.407,0.424,0.377,0.419,0.385,0.457,0.602,0.426,0.444,0.463,0.54,0.504,0.389,0.254,0.231,0.245,0.216,0.236,0.293,0.188,0.306,0.252,0.297,0.285,0.216
Dio - Dio - Rainbow In The Dark (Official Music Video) [HD] - Heavy Metal - clipped.wav,0.079,0.103,1.374,0.759,0.134,0.031,0.1,0.025,117.454,2445.696,371.82,2249.699,298.644,2779.685,300.285,3293.542,284.561,20.91,15.506,16.253,16.816,16.137,18.838,46.968,4.626,3.881,3.742,3.286,2.295,2.361,2.864,4556.139,808.167,-84.409,81.028,-36.138,41.207,10.336,9.271,12.605,6.947,7.74,3.183,-3.159,-1.38,-5.486,-1.868,0.607,-0.379,-4.493,-1.771,-4.646,-4.471,27.398,17.912,14.963,11.329,9.299,8.512,8.993,7.686,8.312,7.365,6.223,6.648,6.132,6.125,6.17,6.336,5.739,5.931,5.454,6.182,0.441,0.357,0.442,0.408,0.435,0.448,0.435,0.558,0.556,0.623,0.448,0.445,0.285,0.216,0.265,0.214,0.273,0.293,0.248,0.314,0.25,0.293,0.235,0.259
Dio - Dio - The Last In Line (Official Music Video) - Heavy Metal - clipped.wav,0.104,0.135,1.308,0.708,0.143,0.049,0.13,0.035,172.266,2519.126,608.685,2203.124,415.758,2650.669,407.727,3089.926,379.72,20.888,13.723,16.365,16.859,15.761,17.959,49.406,4.389,3.718,3.793,3.395,2.427,2.893,3.453,4814.929,1235.6,-62.089,83.282,-33.36,40.968,-0.006,11.125,2.933,15.418,-3.257,3.339,-1.214,-0.194,-3.426,-1.352,-2.248,5.763,-0.266,-0.882,-1.624,-4.758,48.076,30.968,24.233,14.51,12.293,9.613,10.788,9.336,7.86,7.055,6.638,6.356,6.15,6.296,7.686,7.16,6.975,6.766,6.289,6.547,0.389,0.361,0.414,0.476,0.562,0.449,0.358,0.41,0.458,0.587,0.501,0.422,0.29,0.245,0.286,0.261,0.316,0.26,0.231,0.259,0.247,0.304,0.269,0.271
Dio - Don't Talk to Strangers - Heavy Metal - clipped.wav,0.07,0.092,1.584,1.328,0.143,0.034,0.089,0.025,129.199,2651.032,433.41,2457.785,389.509,2967.278,358.797,3440.839,317.531,20.423,15.709,16.545,17.227,17.06,18.033,48.532,4.365,4.018,4.386,3.736,3.233,3.202,3.169,5245.26,1185.782,-92.131,73.476,-25.237,29.357,8.057,4.792,2.276,3.177,-3.324,2.717,-5.029,-2.059,-13.483,-11.135,-6.744,-2.867,-8.703,-0.195,-5.743,-4.032,45.427,16.083,24.188,11.973,10.114,9.077,7.963,6.331,8.73,6.33,7.631,6.03,6.099,5.763,5.792,6.062,6.517,5.714,6.766,7.235,0.282,0.328,0.501,0.431,0.418,0.466,0.347,0.3,0.386,0.623,0.486,0.278,0.225,0.213,0.314,0.261,0.291,0.314,0.242,0.25,0.248,0.327,0.282,0.213
Dio - Invisible (2016 Remaster) - Heavy Metal - clipped.wav,0.202,0.26,1.076,0.246,0.168,0.087,0.252,0.063,117.454,2845.693,924.282,2478.506,556.617,2947.188,484.846,3377.937,409.2,20.388,15.694,17.328,16.814,17.024,18.679,48.687,4.875,4.293,4.55,3.834,3.157,4.002,3.597,5575.108,1854.594,-1.689,67.067,-18.18,32.241,10.265,4.452,5.253,11.848,-3.339,6.74,-6.498,2.727,-7.966,-9.251,-6.794,-2.385,-5.693,-1.054,-6.968,-0.375,88.582,32.459,26.015,14.027,13.635,10.311,10.511,9.12,8.25,7.838,7.766,6.408,6.961,6.906,7.223,5.848,6.001,7.953,6.458,5.178,0.417,0.385,0.513,0.52,0.56,0.478,0.455,0.523,0.43,0.435,0.399,0.507,0.28,0.236,0.303,0.237,0.334,0.28,0.263,0.312,0.228,0.276,0.22,0.305
Dio - Stand Up And Shout - Dio - Heavy Metal - clipped.wav,0.093,0.12,1.324,0.668,0.172,0.048,0.117,0.025,107.666,2972.802,520.953,2536.124,278.035,3020.037,222.414,3456.102,168.929,19.882,14.624,14.967,15.675,15.613,17.408,47.626,4.438,3.96,3.653,2.979,2.108,2.425,2.512,5646.324,1142.23,-50.005,57.53,-26.834,30.985,11.48,12.074,13.669,8.621,-2.843,6.02,2.309,3.661,-3.318,1.262,-1.454,1.333,-6.908,-0.792,-3.662,-0.41,26.338,17.779,16.147,10.433,8.066,9.827,9.796,7.029,7.351,7.039,6.417,6.365,5.782,6.906,5.665,6.271,5.88,6.09,5.745,5.81,0.47,0.419,0.452,0.566,0.615,0.482,0.488,0.564,0.564,0.59,0.482,0.455,0.286,0.245,0.255,0.266,0.262,0.236,0.244,0.264,0.251,0.3,0.247,0.259
Dio - Straight Through the Heart (2016 Remaster) - Heavy Metal - clipped.wav,0.189,0.244,1.251,0.545,0.212,0.071,0.238,0.055,95.703,3319.878,704.742,2680.196,393.255,3111.269,327.811,3490.957,262.266,19.082,14.105,15.889,16.645,16.616,17.861,48.368,4.533,4.408,4.617,4.087,3.049,3.239,3.176,6397.42,1482.819,20.447,49.013,-15.383,33.085,11.808,4.295,4.057,7.466,-2.89,5.588,-4.067,3.691,-4.979,-3.016,-0.808,-0.791,-5.231,1.213,-3.095,-0.31,44.274,23.966,22.163,13.928,14.146,11.13,11.464,8.82,7.98,8.61,6.241,6.605,6.088,6.292,6.587,6.761,7.836,6.726,5.932,6.242,0.452,0.521,0.4,0.455,0.552,0.506,0.506,0.448,0.527,0.457,0.416,0.446,0.255,0.282,0.223,0.261,0.3,0.278,0.306,0.238,0.3,0.272,0.25,0.277
Dio - Turn To Stone - Heavy Metal - clipped.wav,0.227,0.288,1.019,0.066,0.087,0.039,0.281,0.062,161.499,2156.666,576.251,2367.037,340.356,2933.149,288.669,3471.903,246.078,19.876,14.161,15.83,16.272,15.559,17.484,48.015,4.715,3.338,3.665,3.354,2.303,2.659,2.65,4508.639,1157.164,-7.699,99.061,-8.668,32.393,1.995,7.815,12.183,10.851,-0.028,4.594,-0.321,1.756,-5.436,-0.076,-2.496,-1.262,-5.771,0.49,-3.853,-3.284,43.668,22.202,16.654,10.163,8.375,7.969,9.235,6.541,7.573,6.776,6.36,5.835,5.486,6.271,6.284,6.624,5.915,5.991,6.031,6.542,0.381,0.384,0.353,0.393,0.551,0.558,0.497,0.417,0.444,0.533,0.394,0.393,0.253,0.272,0.279,0.268,0.276,0.311,0.306,0.283,0.253,0.322,0.246,0.271
Dream Theater - Dream Theater - Another Day [OFFICIAL VIDEO] - Heavy Metal - clipped.wav,0.055,0.07,1.216,0.41,0.089,0.027,0.069,0.015,143.555,2214.503,391.969,2568.845,268.786,3113.039,232.331,3621.103,212.227,21.597,16.184,19.916,21.329,20.654,19.239,50.086,4.47,3.506,4.364,3.241,3.25,2.899,3.569,5153.294,993.806,-158.731,88.984,6.764,32.587,5.832,12.763,-0.433,9.22,-2.262,9.806,1.974,3.45,0.568,-2.831,-2.493,-3.339,-6.052,-1.689,-9.047,0.526,30.374,15.135,11.867,11.676,8.865,9.535,8.951,6.72,8.875,7.822,7.203,7.893,7.617,8.529,6.742,8.64,7.003,7.672,7.946,8.221,0.265,0.332,0.306,0.496,0.457,0.355,0.473,0.33,0.396,0.293,0.407,0.472,0.198,0.285,0.227,0.319,0.293,0.238,0.329,0.241,0.326,0.229,0.296,0.33
Dream Theater - Dream Theater - Forsaken [OFFICIAL VIDEO] - Heavy Metal - clipped.wav,0.151,0.189,0.898,-0.134,0.156,0.076,0.185,0.038,107.666,2873.993,712.822,2529.472,299.566,2986.137,277.629,3407.549,267.042,15.97,15.17,18.818,19.01,18.277,17.293,49.903,4.735,4.017,4.393,4.232,3.63,2.279,3.191,5687.591,1127.728,-28.188,65.31,-11.101,33.877,-1.324,6.482,-3.411,7.586,-2.161,6.127,-2.448,1.27,-6.612,-4.271,-4.972,-1.86,-4.298,4.062,-4.031,0.449,40.013,21.345,20.778,20.17,9.917,10.011,8.79,8.057,10.074,8.238,7.758,7.968,7.95,7.866,7.612,8.251,7.76,6.527,6.267,7.985,0.276,0.292,0.422,0.335,0.491,0.434,0.321,0.345,0.355,0.512,0.319,0.269,0.258,0.243,0.343,0.249,0.322,0.302,0.277,0.328,0.271,0.348,0.247,0.23
Dream Theater - Dream Theater - Hollow Years [OFFICIAL VIDEO] - Heavy Metal - clipped.wav,0.085,0.107,1.133,0.242,0.094,0.051,0.106,0.016,151.999,2527.153,709.192,2815.161,300.627,3347.218,211.284,3828.338,164.056,20.818,16.265,19.822,18.496,19.293,17.774,47.165,4.327,3.928,4.234,3.795,2.51,2.689,2.901,5864.306,1321.045,-115.166,77.879,12.208,32.532,19.847,6.76,-0.918,10.658,0.461,7.497,1.365,6.011,3.119,-4.663,-1.011,-5.038,-6.969,3.46,-3.534,0.691,30.228,21.017,11.553,11.328,10.398,8.351,7.237,7.265,7.224,8.394,5.995,5.897,7.296,6.859,6.997,6.636,6.024,5.689,5.481,5.286,0.605,0.383,0.33,0.233,0.287,0.404,0.301,0.448,0.38,0.411,0.416,0.446,0.302,0.224,0.285,0.2,0.228,0.298,0.216,0.352,0.262,0.306,0.299,0.254
Dream Theater - Dream Theater - Night Terror (Official Video) - Heavy Metal - clipped.wav,0.13,0.162,1.078,0.105,0.094,0.026,0.16,0.022,99.384,2342.943,357.53,2373.956,253.926,2861.978,255.748,3339.502,240.975,20.787,14.266,16.651,16.001,16.398,17.949,49.799,4.348,3.469,3.959,2.64,2.243,2.104,2.553,4802.646,720.321,-49.581,85.957,-18.49,43.655,8.343,17.398,6.017,2.114,1.303,10.335,-3.831,7.463,-0.263,-3.402,-5.6,4.302,-3.778,1.841,-1.097,2.784,24.878,18.206,12.128,9.752,6.004,6.196,5.573,5.486,5.151,5.206,5.407,4.51,4.442,5.08,4.369,4.678,4.699,4.773,5.44,4.403,0.485,0.406,0.354,0.39,0.56,0.563,0.579,0.544,0.564,0.438,0.451,0.59,0.255,0.237,0.191,0.188,0.296,0.272,0.26,0.287,0.262,0.243,0.258,0.278
Dream Theater - Dream Theater - Take The Time [OFFICIAL VIDEO] - Heavy Metal - clipped.wav,0.078,0.1,1.258,0.506,0.093,0.033,0.098,0.021,123.047,2439.915,531.396,2666.931,307.672,3148.046,248.599,3599.909,209.906,21.002,13.293,17.642,18.705,17.49,16.556,49.652,4.725,3.526,3.886,3.525,3.345,2.51,3.174,5606.916,1143.013,-112.693,81.216,8.635,34.686,5.332,14.892,0.504,11.268,-2.308,5.857,-1.577,4.913,-4.5,-1.86,-2.861,-2.55,-7.14,-0.691,-5.38,0.165,29.989,16.757,15.788,15.778,8.367,7.484,8.198,7.412,8.387,7.691,5.918,6.967,6.782,6.759,6.641,7.118,6.069,7.216,6.683,7.937,0.427,0.541,0.415,0.467,0.492,0.434,0.533,0.444,0.56,0.419,0.434,0.535,0.236,0.299,0.223,0.263,0.283,0.235,0.291,0.245,0.321,0.246,0.255,0.288
Dream Theater - Dream Theater - The Silent Man [OFFICIAL VIDEO] - Heavy Metal - clipped.wav,0.049,0.064,1.474,1.069,0.123,0.076,0.061,0.017,95.703,2705.559,963.189,2776.062,409.352,3266.091,299.35,3712.441,221.207,19.719,18.471,20.599,20.026,19.053,18.792,49.112,5.247,4.236,4.249,3.899,2.831,2.988,3.515,5996.28,1634.312,-158.012,79.029,14.238,18.425,-2.082,14.329,1.517,7.702,-0.584,5.892,-3.72,-1.052,-4.032,-2.264,0.701,0.728,-6.311,-1.119,-3.784,-3.04,50.355,28.12,18.411,12.298,13.989,9.106,9.888,8.129,8.727,7.631,7.657,6.966,7.148,7.458,6.574,7.251,6.029,6.285,7.155,6.428,0.223,0.242,0.238,0.269,0.432,0.324,0.47,0.402,0.382,0.463,0.335,0.388,0.196,0.234,0.229,0.24,0.333,0.232,0.366,0.298,0.271,0.334,0.219,0.312
Dream Theater - Dream Theater - Wither [OFFICIAL VIDEO] - Heavy Metal - clipped.wav,0.135,0.169,0.933,-0.099,0.101,0.041,0.167,0.027,117.454,2463.345,573.244,2588.291,287.064,3077.495,233.282,3538.127,205.689,19.34,15.999,18.407,17.645,17.23,16.453,49.611,4.568,3.613,4.25,3.558,2.967,2.356,2.943,5407.726,1125.283,-57.513,80.089,3.344,38.434,5.911,13.749,0.332,11.499,1.944,11.605,0.847,1.974,-2.809,-1.234,-3.273,-2.777,-6.693,1.911,-2.37,0.314,48.521,17.759,17.776,11.096,10.892,9.839,10.36,6.347,6.874,7.198,6.326,6.914,5.827,5.375,7.164,5.743,5.431,5.896,5.927,6.237,0.46,0.494,0.321,0.343,0.292,0.454,0.451,0.348,0.411,0.32,0.398,0.366,0.299,0.297,0.209,0.293,0.186,0.313,0.336,0.255,0.289,0.215,0.32,0.253
Dream Theater - Dream Theater – Our New World [OFFICIAL VIDEO] - Heavy Metal - clipped.wav,0.2,0.254,1.157,0.289,0.098,0.022,0.25,0.044,95.703,2199.244,384.986,2293.765,332.26,2820.248,311.913,3327.312,282.403,19.958,14.857,18.583,17.641,16.775,17.314,50.057,4.432,3.477,4.718,2.921,2.538,2.745,3.01,4627.489,1019.757,-5.913,97.344,-21.345,31.454,4.39,12.243,-1.107,6.865,-1.767,7.403,0.117,5.067,-2.553,-1.48,-2.108,1.339,-3.917,0.365,-3.05,1.589,26.494,19.418,16.275,11.247,8.278,6.887,7.309,5.66,6.759,6.435,6.365,6.461,6.332,5.952,5.381,6.593,6.751,5.944,6.34,6.51,0.28,0.391,0.592,0.348,0.379,0.256,0.399,0.391,0.357,0.543,0.311,0.276,0.237,0.226,0.337,0.217,0.292,0.179,0.308,0.304,0.26,0.354,0.226,0.259
Dream Theater - Pull Me Under - Heavy Metal - clipped.wav,0.148,0.189,1.218,0.418,0.095,0.028,0.185,0.038,103.359,2590.576,443.357,2814.324,270.702,3295.612,217.707,3745.736,177.472,18.659,14.131,16.469,17.272,16.22,16.059,48.002,4.545,3.491,4.172,3.627,2.589,1.929,2.68,5930.539,1002.16,-43.021,74.453,12.543,37.766,8.366,12.298,6.326,8.991,4.542,2.393,-1.746,2.501,-6.78,0.889,-2.739,0.96,-5.611,-2.592,-5.26,-0.643,32.536,15.499,13.271,8.704,8.367,7.171,6.33,7.535,5.526,5.47,5.645,5.557,5.508,4.79,5.564,5.012,5.465,5.326,4.848,5.227,0.48,0.339,0.414,0.477,0.613,0.502,0.41,0.525,0.501,0.42,0.462,0.668,0.238,0.192,0.245,0.221,0.298,0.239,0.213,0.298,0.259,0.247,0.222,0.308
Dream Theater - Wait for Sleep - Heavy Metal - clipped.wav,0.078,0.099,1.213,0.416,0.088,0.045,0.097,0.017,107.666,1990.026,683.286,2191.975,428.423,2756.018,392.836,3298.533,349.541,21.5,16.034,20.475,19.886,19.009,19.114,50.072,4.06,3.735,3.954,2.871,2.618,2.614,3.685,4149.092,1397.222,-119.546,108.546,-16.153,35.127,5.157,4.966,-6.076,1.673,-9.001,0.928,-8.737,-1.102,-7.317,-6.041,-4.085,-4.468,-6.738,-3.243,-5.381,-4.602,33.295,27.183,16.668,13.079,7.713,8.773,6.439,6.326,7.196,6.311,7.289,5.747,6.92,7.225,7.608,6.85,5.606,5.957,5.249,5.224,0.42,0.249,0.323,0.303,0.558,0.278,0.353,0.382,0.281,0.388,0.35,0.643,0.282,0.197,0.263,0.201,0.333,0.194,0.26,0.329,0.22,0.352,0.22,0.289
Embrace - Dance Of Days - Emo - clipped.wav,0.116,0.156,1.993,2.446,0.169,0.045,0.149,0.047,95.703,2929.709,411.684,2562.826,215.054,3031.712,182.724,3458.532,161.612,19.625,13.851,17.325,16.958,16.624,18.545,48.425,4.728,3.447,4.338,3.17,2.566,2.561,2.765,5676.366,891.176,-34.407,60.538,-17.997,36.253,5.565,8.202,6.901,5.947,-3.256,9.362,1.789,4.237,-1.098,-2.113,-2.998,2.462,-4.4,1.921,-0.318,-0.976,29.882,15.932,13.503,10.737,9.35,7.783,8.035,7.11,6.257,7.769,5.913,7.158,7.195,6.496,5.946,6.242,6.192,6.156,6.871,6.385,0.403,0.378,0.405,0.484,0.546,0.481,0.487,0.425,0.463,0.533,0.403,0.388,0.274,0.26,0.268,0.267,0.304,0.294,0.281,0.243,0.264,0.313,0.23,0.274
Embrace - Embrace - A Glorious Day - Emo - clipped.wav,0.061,0.076,0.97,-0.035,0.067,0.027,0.075,0.014,135.999,1375.733,517.385,1617.243,406.646,2172.553,372.876,2706.797,344.908,24.993,18.876,22.155,22.221,22.327,29.269,63.112,5.821,3.848,3.711,3.358,3.299,7.436,4.146,2753.6,1169.771,-208.395,149.401,-26.394,32.241,-21.215,-6.797,-19.773,5.746,-20.386,-0.327,-16.925,-5.828,-10.346,-11.943,-14.119,0.184,-18.091,0.603,-10.309,-4.525,39.076,28.837,16.532,11.611,13.799,11.338,11.132,9.672,11.414,10.422,11.113,10.198,12.976,10.162,8.088,10.696,11.061,9.135,8.919,8.788,0.293,0.235,0.499,0.239,0.326,0.124,0.243,0.457,0.207,0.287,0.146,0.296,0.327,0.187,0.351,0.161,0.377,0.142,0.262,0.334,0.175,0.316,0.129,0.299
